question_id,article,paragraph,title,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TV-116-178,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"Declarado el estado de alarma, el Gobierno debe:",Comunicarlo únicamente a la Diputación Permanente.,"Dar cuenta al Congreso de los Diputados, reunido inmediatamente al efecto.",Convocar un referéndum en quince días.,Solicitar autorización previa al Senado.,B,"La formulación correcta se apoya en: «dando cuenta al Congreso de los Diputados, reunido inmediatamente al efecto».","dando cuenta al Congreso de los Diputados, reunido inmediatamente al efecto",recuperación_literal_o_paramétrica,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-179,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",La prórroga del estado de alarma requiere autorización del Congreso.,El decreto de alarma determina el ámbito territorial de los efectos de la declaración.,"Para declarar el estado de alarma, el Gobierno debe solicitar autorización previa al Senado.","El Gobierno declara el estado de excepción mediante decreto, previa autorización del Congreso.",C,"La opción incorrecta altera la regla «dando cuenta al Congreso de los Diputados, reunido inmediatamente al efecto».","dando cuenta al Congreso de los Diputados, reunido inmediatamente al efecto",tres_reglas_válidas_y_una_alterada,9,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-180,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que el Gobierno debe dar cuenta al Congreso, reunido inmediatamente al efecto.",Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,"dando cuenta al Congreso de los Diputados, reunido inmediatamente al efecto",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-181,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,condición_excepción,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿qué se necesita para prorrogar el plazo del estado de alarma?",Autorización del Congreso de los Diputados.,Autorización del Senado.,Decreto-ley del Gobierno.,Aprobación del Rey.,A,El artículo 116 establece: «sin cuya autorización no podrá ser prorrogado».,sin cuya autorización no podrá ser prorrogado,pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-182,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El plazo del estado de alarma no puede prorrogarse sin:,Aprobación del Rey.,Autorización del Congreso de los Diputados.,Decreto-ley del Gobierno.,Autorización del Senado.,B,La formulación correcta se apoya en: «sin cuya autorización no podrá ser prorrogado».,sin cuya autorización no podrá ser prorrogado,recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-183,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",El decreto de alarma determina el ámbito territorial de los efectos de la declaración.,"El Gobierno declara el estado de excepción mediante decreto, previa autorización del Congreso.",La prórroga del estado de alarma requiere autorización del Senado.,"La autorización y proclamación determinan efectos, ámbito territorial y duración.",C,La opción incorrecta altera la regla «sin cuya autorización no podrá ser prorrogado».,sin cuya autorización no podrá ser prorrogado,tres_reglas_válidas_y_una_alterada,11,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-184,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la prórroga del estado de alarma requiere autorización del Congreso.,Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,sin cuya autorización no podrá ser prorrogado,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-185,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,consecuencia_jurídica,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿qué debe determinar el decreto que declara el estado de alarma?",El ámbito territorial de sus efectos.,La suspensión general de derechos fundamentales.,La duración de la legislatura.,La composición de una comisión parlamentaria.,A,El artículo 116 establece: «determinará el ámbito territorial».,determinará el ámbito territorial,pregunta_directa_con_sustitución_controlada,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-186,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,El decreto de alarma determinará:,La composición de una comisión parlamentaria.,El ámbito territorial de sus efectos.,La duración de la legislatura.,La suspensión general de derechos fundamentales.,B,La formulación correcta se apoya en: «determinará el ámbito territorial».,determinará el ámbito territorial,recuperación_literal_o_paramétrica,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-187,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:","El Gobierno declara el estado de excepción mediante decreto, previa autorización del Congreso.","La autorización y proclamación determinan efectos, ámbito territorial y duración.",El decreto del estado de alarma debe acordar la suspensión general de los derechos fundamentales.,La duración inicial máxima del estado de excepción es de treinta días.,C,La opción incorrecta altera la regla «determinará el ámbito territorial».,determinará el ámbito territorial,tres_reglas_válidas_y_una_alterada,7,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-188,116,2,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el decreto de alarma determina el ámbito territorial de los efectos de la declaración.,Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,determinará el ámbito territorial,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-189,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,regla_multiparámetro,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿quién declara el estado de excepción y qué autorización requiere?","Por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso.","Por el Congreso por mayoría absoluta, a propuesta del Gobierno.","Por el Rey, previa autorización del Senado.",Por el Gobierno sin autorización parlamentaria inicial.,A,"El artículo 116 establece: «declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso».","declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso",pregunta_directa_con_sustitución_controlada,7,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-190,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,literal_con_hueco,seleccionar_correcta,El estado de excepción se declara:,Por el Gobierno sin autorización parlamentaria inicial.,"Por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso.","Por el Rey, previa autorización del Senado.","Por el Congreso por mayoría absoluta, a propuesta del Gobierno.",B,"La formulación correcta se apoya en: «declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso».","declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso",recuperación_literal_o_paramétrica,7,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-191,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:","La autorización y proclamación determinan efectos, ámbito territorial y duración.",La duración inicial máxima del estado de excepción es de treinta días.,"El estado de excepción es declarado por el Congreso, por mayoría absoluta, a propuesta del Gobierno.",El estado de excepción puede prorrogarse por otro plazo igual con los mismos requisitos.,C,"La opción incorrecta altera la regla «declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso».","declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso",tres_reglas_válidas_y_una_alterada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-192,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que el Gobierno declara el estado de excepción mediante decreto, previa autorización del Congreso.",Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,"declarado por el Gobierno mediante decreto acordado en Consejo de Ministros, previa autorización del Congreso",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-193,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿qué extremos deben determinar la autorización y proclamación del estado de excepción?","Sus efectos, ámbito territorial y duración.",Solo la duración y la autoridad delegada.,Los derechos suspendidos y la fecha electoral.,Únicamente el ámbito territorial.,A,"El artículo 116 establece: «los efectos del mismo, el ámbito territorial ... y su duración».","los efectos del mismo, el ámbito territorial ... y su duración",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-194,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La autorización y proclamación del estado de excepción deben determinar expresamente:,Únicamente el ámbito territorial.,"Sus efectos, ámbito territorial y duración.",Los derechos suspendidos y la fecha electoral.,Solo la duración y la autoridad delegada.,B,"La formulación correcta se apoya en: «los efectos del mismo, el ámbito territorial ... y su duración».","los efectos del mismo, el ámbito territorial ... y su duración",recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-195,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",La duración inicial máxima del estado de excepción es de treinta días.,El estado de excepción puede prorrogarse por otro plazo igual con los mismos requisitos.,La autorización del estado de excepción solo determina su duración y la autoridad delegada.,El estado de sitio lo declara la mayoría absoluta del Congreso a propuesta exclusiva del Gobierno.,C,"La opción incorrecta altera la regla «los efectos del mismo, el ámbito territorial ... y su duración».","los efectos del mismo, el ámbito territorial ... y su duración",tres_reglas_válidas_y_una_alterada,9,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-196,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que la autorización y proclamación determinan efectos, ámbito territorial y duración.",Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,"los efectos del mismo, el ámbito territorial ... y su duración",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-197,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,2,parámetro_cuantitativo,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿cuál es la duración máxima inicial del estado de excepción?",Treinta días.,Quince días.,Cuarenta y cinco días.,Sesenta días.,A,El artículo 116 establece: «no podrá exceder de treinta días».,no podrá exceder de treinta días,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-198,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,parámetro_cuantitativo,seleccionar_correcta,El estado de excepción no puede exceder inicialmente de:,Sesenta días.,Treinta días.,Cuarenta y cinco días.,Quince días.,B,La formulación correcta se apoya en: «no podrá exceder de treinta días».,no podrá exceder de treinta días,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-199,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",El estado de excepción puede prorrogarse por otro plazo igual con los mismos requisitos.,El estado de sitio lo declara la mayoría absoluta del Congreso a propuesta exclusiva del Gobierno.,La duración inicial máxima del estado de excepción es de quince días.,"El Congreso determina el ámbito territorial, duración y condiciones del estado de sitio.",C,La opción incorrecta altera la regla «no podrá exceder de treinta días».,no podrá exceder de treinta días,tres_reglas_válidas_y_una_alterada,14,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-200,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que la duración inicial máxima del estado de excepción es de treinta días.,Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,no podrá exceder de treinta días,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-201,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,condición_excepción,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿cómo puede prorrogarse el estado de excepción?",Por otro plazo igual y con los mismos requisitos.,Indefinidamente por acuerdo del Gobierno.,Por quince días mediante decreto-ley.,Por sesenta días con autorización del Senado.,A,"El artículo 116 establece: «prorrogables por otro plazo igual, con los mismos requisitos».","prorrogables por otro plazo igual, con los mismos requisitos",pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-202,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,La prórroga del estado de excepción puede acordarse:,Por sesenta días con autorización del Senado.,Por otro plazo igual y con los mismos requisitos.,Por quince días mediante decreto-ley.,Indefinidamente por acuerdo del Gobierno.,B,"La formulación correcta se apoya en: «prorrogables por otro plazo igual, con los mismos requisitos».","prorrogables por otro plazo igual, con los mismos requisitos",recuperación_literal_o_paramétrica,4,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-203,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",El estado de sitio lo declara la mayoría absoluta del Congreso a propuesta exclusiva del Gobierno.,"El Congreso determina el ámbito territorial, duración y condiciones del estado de sitio.",El estado de excepción puede prorrogarse indefinidamente por acuerdo del Gobierno.,No puede disolverse el Congreso mientras esté declarado alguno de estos estados.,C,"La opción incorrecta altera la regla «prorrogables por otro plazo igual, con los mismos requisitos».","prorrogables por otro plazo igual, con los mismos requisitos",tres_reglas_válidas_y_una_alterada,11,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-204,116,3,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el estado de excepción puede prorrogarse por otro plazo igual con los mismos requisitos.,Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,"prorrogables por otro plazo igual, con los mismos requisitos",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-205,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,regla_multiparámetro,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿cómo se declara el estado de sitio?","Por la mayoría absoluta del Congreso, a propuesta exclusiva del Gobierno.","Por el Gobierno mediante decreto, previa autorización simple del Congreso.",Por el Rey a propuesta del Presidente del Gobierno.,Por las Cortes Generales por mayoría de tres quintos.,A,El artículo 116 establece: «declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno».,declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno,pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-206,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,literal_con_hueco,seleccionar_correcta,El estado de sitio es declarado:,Por las Cortes Generales por mayoría de tres quintos.,"Por la mayoría absoluta del Congreso, a propuesta exclusiva del Gobierno.",Por el Rey a propuesta del Presidente del Gobierno.,"Por el Gobierno mediante decreto, previa autorización simple del Congreso.",B,La formulación correcta se apoya en: «declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno».,declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno,recuperación_literal_o_paramétrica,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-207,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:","El Congreso determina el ámbito territorial, duración y condiciones del estado de sitio.",No puede disolverse el Congreso mientras esté declarado alguno de estos estados.,"El estado de sitio es declarado por el Gobierno mediante decreto, previa autorización del Congreso por mayoría simple.",Las Cámaras quedan automáticamente convocadas si no están en período de sesiones.,C,La opción incorrecta altera la regla «declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno».,declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno,tres_reglas_válidas_y_una_alterada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-208,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Constitución Española se establece que el estado de sitio lo declara la mayoría absoluta del Congreso a propuesta exclusiva del Gobierno.,Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,declarado por la mayoría absoluta del Congreso ... a propuesta exclusiva del Gobierno,localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-209,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,sujeto_órgano,seleccionar_correcta,"Según el artículo 116 de la Constitución Española, ¿quién determina el ámbito territorial, duración y condiciones del estado de sitio?",El Congreso de los Diputados.,El Gobierno.,El Rey.,El Senado.,A,"El artículo 116 establece: «El Congreso determinará su ámbito territorial, duración y condiciones».","El Congreso determinará su ámbito territorial, duración y condiciones",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_interrogativa_interna,
CE-TV-116-210,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,literal_con_hueco,seleccionar_correcta,"En el estado de sitio, corresponde determinar su ámbito, duración y condiciones a:",El Senado.,El Congreso de los Diputados.,El Rey.,El Gobierno.,B,"La formulación correcta se apoya en: «El Congreso determinará su ámbito territorial, duración y condiciones».","El Congreso determinará su ámbito territorial, duración y condiciones",recuperación_literal_o_paramétrica,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TV-116-211,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 116 de la Constitución Española, señale la afirmación INCORRECTA:",No puede disolverse el Congreso mientras esté declarado alguno de estos estados.,Las Cámaras quedan automáticamente convocadas si no están en período de sesiones.,"El Gobierno determina el ámbito territorial, la duración y las condiciones del estado de sitio.",El funcionamiento de los poderes constitucionales no puede interrumpirse.,C,"La opción incorrecta altera la regla «El Congreso determinará su ámbito territorial, duración y condiciones».","El Congreso determinará su ámbito territorial, duración y condiciones",tres_reglas_válidas_y_una_alterada,10,98,brecha_longitud_media,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,afirmación_completa_y_paralela,
CE-TV-116-212,116,4,TÍTULO V. De las relaciones entre el Gobierno y las Cortes Generales,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Constitución Española se establece que el Congreso determina el ámbito territorial, duración y condiciones del estado de sitio.",Artículo 113.,Artículo 114.,Artículo 115.,Artículo 116.,D,La regla pertenece al artículo 116.,"El Congreso determinará su ámbito territorial, duración y condiciones",localización_de_precepto,0,99,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado actualizado a 20 de mayo de 2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
