question_id,article,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,verification_status,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-1-9-125,7,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 7, ¿cuál de estas formulaciones es INCORRECTA porque altera el verbo modal?",Su estructura interna podrá ser democrática.,Su estructura interna deberá ser democrática.,Su funcionamiento deberá ser democrático.,Su actividad es libre dentro de límites constitucionales y legales.,A,El artículo dice «deberán».,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-126,7,3,sujeto_órgano,seleccionar_correcta,¿Quiénes contribuyen a promover los intereses sociales que les son propios?,Los partidos políticos.,Los sindicatos de trabajadores y las asociaciones empresariales.,Las Fuerzas Armadas.,Los poderes públicos.,B,Son los sujetos expresos.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-127,7,3,finalidad_objetivo,seleccionar_correcta,La actividad descrita en el artículo 7 se orienta principalmente:,A la participación política general.,A la defensa militar del Estado.,A intereses económicos y sociales propios.,A la organización territorial.,C,Es la finalidad específica del artículo.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,finalidad_objetivo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-128,7,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estos términos aparece expresamente en el artículo 7?,Negociación.,Representación.,Concertación.,Promoción.,D,El artículo habla de defensa y promoción.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-129,7,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 7, ¿cuál de las siguientes afirmaciones sobre las asociaciones empresariales es INCORRECTA?",Las asociaciones empresariales son instrumento fundamental para la participación política.,Contribuyen a defender intereses económicos y sociales propios.,Su actividad es libre dentro de la Constitución y la ley.,Su estructura y funcionamiento deben ser democráticos.,A,Esa finalidad corresponde a los partidos políticos.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-130,7,3,pertenencia_lista,seleccionar_incorrecta,¿Qué clase de intereses NO menciona expresamente el artículo 7?,Intereses económicos.,Intereses políticos.,Intereses sociales.,Intereses que les son propios.,B,El artículo no menciona intereses políticos.,Los sindicatos de trabajadores y las asociaciones empresariales contribuyen a la defensa y promoción de los intereses económicos y sociales que les son propios. Su creación y el ejercicio de su actividad son libres dentro del respeto a la Constitución y a la ley. Su estructura interna y funcionamiento deberán ser democráticos.,pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-131,8,2,cantidad_o_composición,seleccionar_correcta,Las Fuerzas Armadas están constituidas por:,"El Ejército de Tierra, la Armada y la Guardia Civil.",Los tres Ejércitos y las Fuerzas de Seguridad.,"El Ejército de Tierra, la Armada y el Ejército del Aire.","El Ejército de Tierra, la Armada y la Policía Nacional.",C,Es la composición del artículo 8.1.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",cantidad_o_composición,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-132,8,2,función_competencia,seleccionar_correcta,Una misión de las Fuerzas Armadas es:,Garantizar la seguridad ciudadana.,Dirigir la política exterior.,Controlar la actividad del Gobierno.,Garantizar la soberanía e independencia de España.,D,Es una misión literal.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-133,8,2,función_competencia,seleccionar_correcta,Las Fuerzas Armadas deben defender:,La integridad territorial.,La autonomía municipal.,La competencia legislativa.,La estabilidad presupuestaria.,A,La integridad territorial figura expresamente.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-134,8,2,función_competencia,seleccionar_correcta,Las Fuerzas Armadas deben defender también:,El orden público ordinario.,El ordenamiento constitucional.,La legalidad administrativa.,La organización electoral.,B,Es la tercera misión mencionada.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-135,8,2,instrumento_normativo,seleccionar_correcta,Las bases de la organización militar se regularán mediante:,Ley ordinaria.,Real decreto-ley.,Ley orgánica.,Reglamento militar.,C,El artículo 8.2 exige ley orgánica.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",instrumento_normativo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-136,8,3,condición_excepción,seleccionar_correcta,La regulación de la organización militar debe realizarse conforme:,A las órdenes del Gobierno.,A los tratados internacionales exclusivamente.,A los reglamentos de las Fuerzas Armadas.,A los principios de la Constitución.,D,El apartado 2 contiene esa referencia.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",condición_excepción,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-137,8,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8, señale la afirmación INCORRECTA:",La Guardia Civil integra expresamente las Fuerzas Armadas en el artículo 8.1.,El Ejército de Tierra forma parte de las Fuerzas Armadas.,La Armada forma parte de las Fuerzas Armadas.,El Ejército del Aire forma parte de las Fuerzas Armadas.,A,La Guardia Civil no aparece en la enumeración.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-138,8,2,literal_con_hueco,seleccionar_correcta,"Complete: «Las Fuerzas Armadas, constituidas por...»","El Ejército de Tierra, la Armada y la Guardia Civil.","El Ejército de Tierra, la Armada y el Ejército del Aire.","Los Ejércitos, la Policía y la Guardia Civil.","Las Fuerzas terrestres, navales y de seguridad.",B,Completa literalmente la composición.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-139,8,3,literal_con_hueco,seleccionar_correcta,Complete: «tienen como misión garantizar...»,La seguridad y el orden público.,La defensa y la política exterior.,La soberanía e independencia de España.,La unidad administrativa del Estado.,C,Es la primera misión literal.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-140,8,3,literal_con_hueco,seleccionar_correcta,Complete: «defender su integridad territorial y...»,La seguridad ciudadana.,La legalidad internacional.,El sistema parlamentario.,El ordenamiento constitucional.,D,Es el cierre literal del apartado.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-141,8,3,literal_con_hueco,seleccionar_correcta,Complete: «Una ley orgánica regulará...»,Las bases de la organización militar.,Las misiones concretas de cada Ejército.,La seguridad nacional y ciudadana.,El mando operativo de las Fuerzas Armadas.,A,Es el objeto de la reserva de ley.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-142,8,3,pertenencia_lista,seleccionar_incorrecta,¿Qué cuerpo NO aparece en la composición del artículo 8.1?,El Ejército de Tierra.,La Guardia Civil.,La Armada.,El Ejército del Aire.,B,No figura en la enumeración constitucional.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-143,8,3,pertenencia_lista,seleccionar_incorrecta,¿Qué misión NO atribuye expresamente el artículo 8.1 a las Fuerzas Armadas?,Garantizar la soberanía de España.,Defender la integridad territorial.,Proteger el libre ejercicio de los derechos y libertades.,Defender el ordenamiento constitucional.,C,Esa función no aparece en el artículo 8.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-144,8,3,permutación_relacional,seleccionar_correcta,"Según el artículo 8, ¿qué relación es correcta?",Composición de las Fuerzas Armadas — reglamento.,Integridad territorial — partidos políticos.,Ordenamiento constitucional — asociaciones empresariales.,Organización militar — ley orgánica.,D,La reserva normativa es de ley orgánica.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",permutación_relacional,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-145,8,4,discriminación_multirregla,seleccionar_correcta,¿Cuál sintetiza correctamente el artículo 8?,"Composición en tres ramas; defensa de soberanía, independencia, integridad territorial y orden constitucional; organización por ley orgánica.",Composición con Guardia Civil; seguridad ciudadana; organización por ley ordinaria.,Tres ramas; defensa del orden público; organización por real decreto.,Fuerzas terrestres y navales; política exterior; organización por reglamento.,A,"Reúne composición, misiones y fuente normativa.","Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",discriminación_multirregla,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-146,8,3,localización_normativa,seleccionar_correcta,¿En qué artículo se establecen las misiones constitucionales de las Fuerzas Armadas?,En el artículo 6.,En el artículo 8.,En el artículo 7.,En el artículo 9.,B,La materia está en el artículo 8.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",localización_normativa,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-147,8,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 8, señale la afirmación correcta:",Una ley ordinaria regulará la composición de las Fuerzas Armadas.,El Gobierno regulará por decreto las misiones constitucionales.,Una ley orgánica regulará las bases de la organización militar.,La organización militar no está sometida a los principios constitucionales.,C,Es la regla del apartado 2.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-148,8,3,sujeto_órgano,seleccionar_correcta,¿Qué institución tiene como misión defender el ordenamiento constitucional según el artículo 8?,Los partidos políticos.,Los sindicatos.,Las Comunidades Autónomas.,Las Fuerzas Armadas.,D,La misión se atribuye a las Fuerzas Armadas.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-149,8,3,pertenencia_lista,seleccionar_correcta,¿Cuál de estas expresiones aparece literalmente entre las misiones?,Independencia de España.,Seguridad pública.,Defensa nacional integral.,Protección de los ciudadanos.,A,La independencia de España aparece expresamente.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-150,8,4,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8.2, ¿cuál de las siguientes afirmaciones sobre la organización militar es INCORRECTA?",La organización militar se regulará mediante ley orgánica.,La organización militar se regulará mediante ley ordinaria.,La regulación seguirá los principios constitucionales.,La Armada integra las Fuerzas Armadas.,B,La reserva es de ley orgánica.,"Las Fuerzas Armadas, constituidas por el Ejército de Tierra, la Armada y el Ejército del Aire, tienen como misión garantizar la soberanía e independencia de España, defender su integridad territorial y el ordenamiento constitucional. Una ley orgánica regulará las bases de la organización militar conforme a los principios de la presente Constitución.",verdadera_falsa_en_artículo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-151,9,1,sujeto_órgano,seleccionar_correcta,Están sujetos a la Constitución y al resto del ordenamiento jurídico:,Los ciudadanos y las Administraciones públicas.,Los españoles y los órganos constitucionales.,Los ciudadanos y los poderes públicos.,Los poderes públicos y los tribunales.,C,Es el sujeto doble del artículo 9.1.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",sujeto_órgano,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-152,9,2,literal_con_hueco,seleccionar_correcta,Complete el artículo 9.1: «...están sujetos a la Constitución...»,Y a las leyes orgánicas.,Y a las normas con rango de ley.,Y a los principios generales del Derecho.,Y al resto del ordenamiento jurídico.,D,Es el complemento literal.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-153,9,2,función_competencia,seleccionar_correcta,¿A quién corresponde promover las condiciones para que libertad e igualdad sean reales y efectivas?,A los poderes públicos.,Al Gobierno exclusivamente.,A las Cortes Generales.,A los tribunales.,A,El artículo 9.2 lo atribuye a los poderes públicos.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",función_competencia,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-154,9,2,finalidad_objetivo,seleccionar_correcta,La libertad y la igualdad deben ser:,Plenas y universales.,Reales y efectivas.,Formales y materiales.,Jurídicas y sociales.,B,Son los calificadores literales.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",finalidad_objetivo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-155,9,3,condición_excepción,seleccionar_correcta,Los poderes públicos deben remover:,Las diferencias económicas entre todos los ciudadanos.,Las limitaciones legales de los derechos fundamentales.,Los obstáculos que impidan o dificulten la plenitud de la libertad y la igualdad.,Los conflictos entre los grupos sociales.,C,Es el mandato expreso del artículo 9.2.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",condición_excepción,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-156,9,2,finalidad_objetivo,seleccionar_correcta,Los poderes públicos deben facilitar la participación de:,Todos los españoles mayores de edad.,Los grupos políticos y sociales.,Los ciudadanos con derecho de sufragio.,Todos los ciudadanos.,D,El sujeto beneficiario es «todos los ciudadanos».,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",finalidad_objetivo,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-157,9,3,pertenencia_lista,seleccionar_correcta,¿Qué ámbitos enumera el artículo 9.2 para la participación ciudadana?,"Político, económico, cultural y social.","Político, laboral, territorial y social.","Económico, educativo, cultural y jurídico.","Político, administrativo, económico y sindical.",A,Es la enumeración completa.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-158,9,3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de estos ámbitos NO aparece expresamente en el artículo 9.2?,Político.,Laboral.,Económico.,Cultural.,B,El ámbito laboral no se menciona expresamente.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-159,9,2,pertenencia_lista,seleccionar_correcta,¿Cuál es un principio expresamente garantizado por el artículo 9.3?,La proporcionalidad.,La buena administración.,La publicidad de las normas.,La autonomía de la voluntad.,C,La publicidad de las normas aparece expresamente.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-160,9,2,pertenencia_lista,seleccionar_incorrecta,¿Cuál NO aparece expresamente entre los principios del artículo 9.3?,La legalidad.,La seguridad jurídica.,La responsabilidad.,La proporcionalidad.,D,La proporcionalidad no se incluye literalmente.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",pertenencia_lista,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-1-9-161,9,3,literal_con_hueco,seleccionar_correcta,Complete: «La Constitución garantiza el principio de...»,Legalidad.,Equidad.,Objetividad.,Proporcionalidad.,A,La lista comienza con legalidad.,"Los ciudadanos y los poderes públicos están sujetos a la Constitución y al resto del ordenamiento jurídico. Corresponde a los poderes públicos promover las condiciones para que la libertad y la igualdad... sean reales y efectivas; remover los obstáculos... y facilitar la participación... en la vida política, económica, cultural y social. La Constitución garantiza legalidad, jerarquía normativa, publicidad de las normas, irretroactividad de disposiciones sancionadoras no favorables o restrictivas de derechos individuales, seguridad jurídica, responsabilidad e interdicción de la arbitrariedad.",literal_con_hueco,PASS,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
